"2019-07-08 11:20:25",ETC,AP-ETC3.601-ETC-3.100,81123928c1a08188c06abc45c27ad6dc30228f21a30a1aadcd80b6dc
"2019-07-08 11:20:25",ETC,AP-ETCWL033-ETC-2.100,4464d5b009d6f2839ff5e1d992500a9068fed398be913d8405dc7f5f
"2019-07-08 11:20:25",ETC,AP-ETCWL054-ETC-6.100,3fda4ceac95e97c5c30a8d341b3106e18d84cea9aa2bceb3cfd045bf
"2019-07-08 11:20:25",ETC,AP-ETCWL031-ETC-2.134AA,6b467883c454ab683bc8fb21d52c5e35d4f8f459ba825feec8b705c3
"2019-07-08 11:20:25",ETC,AP-ETCWL086-ETC-7.144,1e19b04ed761d96a8d4a4f2786c62fcbfc072a1d1e68d041525ba07e
"2019-07-08 11:20:25",ETC,AP-ETCWL082-ETC-8.118,1f09acb3dae9f1078a6598f4dd736b68eb3330dd4f4ba4afedd41754
"2019-07-08 11:20:25",ETC,AP-ETCWL055-ETC-6.118,363e0301fdb85a53b89852c17b206ecaa662a7300f8dddd80cf79d8d
"2019-07-08 11:20:25",ETC,AP-ETC3.601-ETC-3.100,588508972ffc156112e224bad3c270233d0c8ab27f6ee2f5e59e2c27
"2019-07-08 11:20:25",ETC,AP-ETCWL053-ETC-5.112C,31873a6200e050702f0a9d24cfc7b4c1ed4c3d96fee5a363d8e2dad4
"2019-07-08 11:20:25",ETC,AP-ETCWL033-ETC-2.100,93e36eea236b7df62da8cc7f43bff9a6e819403e08cc24ab06674d59
"2019-07-08 11:20:25",ETC,AP-ETCWL089-ETC-9.122,f551b0b7af6fbc458ecc6c5281b8a4d3e8979454b18c89bfe4a0f2f6
"2019-07-08 11:20:25",ETC,AP-ETCWL014-ETC-1.210,c461df7057f7f8817df60bc17b9ee43d02cf6ea236bf09fa6134cf44
"2019-07-08 11:20:25",ETC,AP-ETCWL083-ETC-8.156,494d93d9cd388e0d6a9a43bad85bb5a20934d2b3bd0837302060f454
"2019-07-08 11:20:25",ETC,AP-ETC8B1W02-ETC-8.146,ef4ad94f442ec925d55f58c6ae76c5aef117cdc997a0114b30cf55da
"2019-07-08 11:20:25",ETC,AP-ETCWL082-ETC-8.118,c51f2f76b3e144bd51f313e13a4885c2272f1bb59cc21d0ecb345045
"2019-07-08 11:20:25",ETC,AP-ETCWL031-ETC-2.134AA,66bfd596c1811240cb8bd877495e0477bcb0c4df8aa4959286dd61ba
"2019-07-08 11:20:25",ETC,AP-ETCWL089-ETC-9.122,2f0f9084d08676c92ba0592788a2ac81cc53e34071d17129b3589924
"2019-07-08 11:20:25",ETC,AP-ETCWL083-ETC-8.156,e99c3f71d2fe42258825f82a08eb74e14634cb89e79e28828b6f4ac7
"2019-07-08 11:20:25",ETC,AP-ETCWL082-ETC-8.118,470a1d56b6d6d089aa9459d6b33554f6bafeb45e383264646492e024
"2019-07-08 11:20:25",ETC,AP-ETCWL056-ETC-5.200,dc02865caeb96ac659f8b503d284fe09ab75d007caa965ef7f9732db
"2019-07-08 11:20:25",ETC,AP-ETC8B1W03-ETC-7.134,ecf5299447a1508fbde64406b2232c3e0cdf5fbf3eff2063481a2143
"2019-07-08 11:20:25",ETC,AP-ETC1B1G09-ETC-SW,e19705394e9a88405da99ea53f24965e8256b8f0ad9da9b3136f3af6
"2019-07-08 11:20:25",ETC,AP-ETCWL054-ETC-6.100,450f7fe25fffad61ce643d0f969285d66b9a95fd032b89cf9fd60ce9
"2019-07-08 11:20:25",ETC,AP-ETC3.599-ETC-3.142,b5eb19ee610659faf6ad7d70137e23e6ff383bab7a320f52f959b42f
"2019-07-08 11:20:25",ETC,AP-ETCWL2002-ETC-2.136,c9e69595a27c0ffa6fd2f6676bd8d0bde4111049e764b04d6a6d6e4d
"2019-07-08 11:20:25",ETC,AP-ETCWL057-ETC-6.110,40ce3e12d0dd9b6a3b88327ebc81fcbf08b2c0a43fd3ac5c81d3a9ec
"2019-07-08 11:20:25",ETC,AP-ETCWL056-ETC-5.200,2f83c3a41957b0e49e9ac7991a577cc0cbae5b389062592f116ab1cc
"2019-07-08 11:20:25",ETC,AP-ETCWL035-ETC-3.100,1138799532cfc12a9d08b58d06af9c85218042df0b03dc2fc08de3bf
"2019-07-08 11:20:25",ETC,AP-ETC8B1W02-ETC-8.146,60b41839083391d5ecf904a476c1eac023ad58b0cf837d85a99b10bb
"2019-07-08 11:20:25",ETC,AP-ETCWL034-ETC-3.128,4811bdfc053d2bc53c2016f2c12c9dc91a6aa05e443cd471cd00c575
"2019-07-08 11:20:25",ETC,AP-ETCWL035-ETC-3.100,33bb188a1dfca27474fa3fc4ee7f3f29b83202688788f92f8d338344
"2019-07-08 11:20:25",ETC,AP-ETC1B1G09-ETC-SW,5d366f644f0258ecef5c81108181574a74bbace117573dc65cd8d539
"2019-07-08 11:20:25",ETC,AP-ETCWL083-ETC-8.156,f824a58f63756039af476ed1781bb4f31c14570a99008de760c812d9
"2019-07-08 11:20:25",ETC,AP-ETCWL084-ETC-9.146,58205861bf5e59523ce11c2ce975475b5a5f806caef2ec6a08e39012
"2019-07-08 11:20:25",ETC,AP-ETCWL081-ETC-7.160,d63297a246afdb788cd059541a2ab2684fcf35dcabe6e5e61fc1a4fd
"2019-07-08 11:20:25",ETC,AP-ETCWL2008-ETC-2.126,eb4d1560f9f5336b629e66d6d3c860a8c971d347c9734bdfb028db62
"2019-07-08 11:20:25",ETC,AP-ETCWL054-ETC-6.100,f9fcf142a0e5b5e20b8fe5912bc08100326f00045816b9f42f53dc7b
"2019-07-08 11:20:25",ETC,AP-ETCWL2009-ETC-2.100,6a576159ee265a572ffd4aa85d1b38bb0ba7450329b35e7c25e15c2c
"2019-07-08 11:20:25",ETC,AP-ETC1B1G09-ETC-SW,be102227a7d53ab2e7ab97975fec18a283f16e2e368f64e7889ed0d8
